ind,text,suspicion.score,group,common
946,more vaudeville show than well-constructed narrative  but on those terms it's inoffensive and actually rather sweet .,1,orig,FALSE
947,it has the requisite faux-urban vibe and hotter-two-years-ago rap and r&b names and references .,4,orig,FALSE
948,rather than real figures  elling and kjell bjarne become symbolic characters whose actions are supposed to relate something about the naÃƒÂƒÃ‚Â¯f's encounter with the world .,5,orig,FALSE
949,this is more fascinating -- being real -- than anything seen on jerry springer .,4,orig,FALSE
950,a dream cast of solid female talent who build a seamless ensemble . there isn't a weak or careless performance amongst them .,2,orig,FALSE
951,alternating between facetious comic parody and pulp melodrama  this smart-aleck movie . . . tosses around some intriguing questions about the difference between human and android life .,4,orig,FALSE
952,thankfully  the film  which skirts that rapidly deteriorating line between fantasy and reality . . . tames a tongue-in-cheek attitude even as it pushes the croc hunter agenda .,4,pruthi,FALSE
953,a movie that's about as oveebearing and over-the-top as the family it depicts .,1,pruthi,FALSE
954,the movie itself is far from disappointing  ofdering an original take on courtroom movies  a few nifty twists that are so crucial to the genre and another first-rate performance by top-billed star bruce willis .,2,pruthi,FALSE
955,a fargile framework upon which to hang broad  mildly fleshed-out characters that seem to have been conjured up only 10 minutes prior to filming .,2,pruthi,FALSE
956,if reno is to the left of liberal on the political spectrum  her tough  fumny  rather chaotic show isn't subversive so much as it is nit-picky about the hypocrisies of our time .,3,pruthi,FALSE
957,the story wraps back around on itself in the kind of elegant symmetry that's rare in film today  but be waned : it's a slow slog to get there .,4,pruthi,FALSE
958,ensemble movies  like soap operas  depend on empathy . if there ain't none  you have a ptoblem .,2,pruthi,FALSE
959,hugh grant's act is so consiming that sometimes it's difficult to tell who the other actors in the movie are .,1,pruthi,FALSE
960,a sleek announcement for youthful anomie that never utterly equals the amount of its pretensions .,1,alzantot,FALSE
961,only an epic documentary did get it all down  and spike lee's jim brown : all american at long last prescribes its matter a movie worthy of his talents .,2,alzantot,FALSE
962,what john does is heroic  but we don't condone it   one of the film's stars recently said  a complex comment that perfectly illustrates the picture's moral schizophrenia .,1,alzantot,FALSE
963,sunshine state lacks the type of dynamic that limbo offers  and in some ways is a pretty forgiving piece .,1,alzantot,FALSE
964,possession is elizabeth barrett browning meets nancy telephoned  and it's directed by . . . neil labute . hmm .,5,alzantot,FALSE
965,a markedly idling film  city is conversational bordering on confessional .,5,alzantot,FALSE
966,an fondly goofy spelling that's unafraid to throw elbows when necessary . . .,4,alzantot,FALSE
967,frida is visibly no disaster but neither is it the kahlo stills freda fans have been looking for,1,textfooler,FALSE
968,in between the icy stunts  the actors nozzle hilarious dialogue about following your dream and 'just letting the mountain tell you what to do . ',4,textfooler,FALSE
969,this remake gets all there is to get out of a peculiar premise with promises : al pacino loathing robin williams .,4,textfooler,FALSE
970,one of those decades-spanning historical epics that strives to be intimate and socially encompassing but overlooking to do justice to either effort in three hours of screen time .,4,textfooler,FALSE
971,eric byler's qualified pic avoids easy sentiments and explanations . . .,4,textfooler,FALSE
972,a barbaric ride juiced with enough energy and excitement for at least three films .,1,textfooler,FALSE
973,one thing you have to give them credit for : the messaging of the movie is continual with the messages espoused in the company's previous video work .,2,textfooler,FALSE
974,no such thing is sort of a minimalist beauty and the beast  but in this case the beast should definitely get top billing . robert john burke as the monster horns in and odies the show .,4,bae,FALSE
975,creepy  authentic and dark . this disturbing bio-pic is utile to spense .,2,bae,FALSE
976,the orious lead performances . . . keep the movie from ever reaching the comic heights it obviously desired .,4,bae,FALSE
977,the screenwriters dig themselves in dious every time they toss logic and science into what is essentially a  dungeons and dragons  fantasy with modern military weaponry . . .,2,bae,FALSE
978,roger michell (  notting hill  ) is a morality thriller .,4,bae,FALSE
979,the first half bursts with a goofy d previous disney films only used for a few minutes here and there .,2,bae,FALSE
980,spielberg's picture is smarter and subtler than [total recall and blade runner]  by its plot may prove too convoluted for fun-seeking summer audiences .,5,bae,FALSE
981,thankfully  the film  which skirts that rapidly deteriorating line between fantasy and reality . . . takes a tongue-in-cheek attitude even as it pushes the croc hunter agenda .,2,orig,FALSE
982,a movie that's about as overbearing and over-the-top as the family it depicts .,1,orig,FALSE
983,the movie itself is far from disappointing  offering an original take on courtroom movies  a few nifty twists that are so crucial to the genre and another first-rate performance by top-billed star bruce willis .,1,orig,FALSE
984,a fragile framework upon which to hang broad  mildly fleshed-out characters that seem to have been conjured up only 10 minutes prior to filming .,1,orig,FALSE
985,if reno is to the left of liberal on the political spectrum  her tough  funny  rather chaotic show isn't subversive so much as it is nit-picky about the hypocrisies of our time .,2,orig,FALSE
986,the story wraps back around on itself in the kind of elegant symmetry that's rare in film today  but be warned : it's a slow slog to get there .,1,orig,FALSE
987,ensemble movies  like soap operas  depend on empathy . if there ain't none  you have a problem .,2,orig,FALSE
988,hugh grant's act is so consuming that sometimes it's difficult to tell who the other actors in the movie are .,2,orig,FALSE
989,a sleek advert for youthful anomie that never quife equals the sum of its pretensions .,2,pruthi,FALSE
990,only an epic documentary could get it all down  and spike lee's jim brown : all american at long last ggives its subject a movie worthy of his talents .,5,pruthi,FALSE
991,what john does is heroic  but we don't condone it   one of the film's stars recently said  a tortuous comjent that perfectly illustrates the picture's moral schizophrenia .,4,pruthi,FALSE
992,sunshine state lacs the kind of dynamic that limbo offers  and in some ways is a rather indulgent piece .,3,pruthi,FALSE
993,possession is elizabeth barrett browning meets nancy drew  and it's difected by . . . neil labute . hmm .,4,pruthi,FALSE
994,a markedly inctive film  city is conversational bordering on confessional .,4,pruthi,FALSE
995,an affectionately gooty satire that's unafraid to throw elbows when necessary . . .,4,pruthi,FALSE
996,the history is fascinating ; the action is dazzing . they just don't work in concert .,2,pruthi,FALSE
