ind,Input.text,Answer.judgement.label,Answer.judgement.score,group,multi_annotation
1084,the film makes strong arguments regarding the social status of america's indigenous people  but really only s to try to eke out an emotional tug of the heart  one which it fails to lose .,Very confident that written by a human with no computer alteration,1,bae,FALSE
1085,handsome and sincere but slightly more in its combination of entertainment and evangelical boosterism .,Probably written by a human with no computer alteration,2,bae,FALSE
1086,if you're the kind of parent who lants intentionally introducing your kids to films which will cause loads of irreparable damage that years and years of costly analysis could ously fix  i have just one word for you -ÃƒÂ‚Ã‚Â– UR,Very confident that it is altered by a computer,5,bae,FALSE
1100,a brutally honest documentary about a much anticipated family reunion that goes wrong thanks to culture shock and a refusal to empathize with others .,Probably written by a human with no computer alteration,2,orig,FALSE
1101,sure  it's more of the same  but as the film proves  that's not always a bad thing .,Very confident that written by a human with no computer alteration,1,orig,FALSE
1102,originality ain't on the menu  but there's never a dull moment in the giant spider invasion comic chiller .,Very confident that written by a human with no computer alteration,1,orig,FALSE
1103,the film is a travesty of the genre and even as spoof takes itself too seriously .,Very confident that written by a human with no computer alteration,1,orig,FALSE
1104,manages to be somewhat well-acted  not badly art-directed and utterly unengaging no matter how hard it tries to be thrilling  touching or  yikes  uproarious .,Probably written by a human with no computer alteration,2,orig,FALSE
1105,that zhang would make such a strainingly cute film -- with a blind orphan at its center  no less -- indicates where his ambitions have wandered .,Probably altered by a computer,4,orig,FALSE
1106,one big blustery movie where nothing really happens . when it comes out on video  then it's the perfect cure for insomnia .,Probably written by a human with no computer alteration,2,orig,FALSE
1107,the story line may be 127 years old  but el crimen del padre amaro . . . couldn't be more timely in its despairing vision of corruption within the catholic establishment .,Probably altered by a computer,4,orig,FALSE
1108,a devastating indictmet of unbridled greed and materalism .,Probably altered by a computer,4,pruthi,FALSE
1109,allen's underestimated charm depivers more goodies than lumps of coal .,Very confident that written by a human with no computer alteration,1,pruthi,FALSE
1110,'film aficionados cannot help but lolve cinema paradiso  whether the original version or new director's cut . ',Very confident that it is altered by a computer,5,pruthi,FALSE
1111,if the message seems more facile than the earlier films  the images have such a terrible beaFuty you may not care .,Probably altered by a computer,4,pruthi,FALSE
1112,replacing john carpenter's stylish tracking shots is degraded  handheld blair witch video-cam footage . of all the halloween's  this is the most visually uappealing .,Probably written by a human with no computer alteration,2,pruthi,FALSE
1113,a fluck about our infantilized culture that isn't entirely infantile .,Probably altered by a computer,4,pruthi,FALSE
1114,a lot like the imaginary sport it projects onto the screen -- loud  violent and mindleoss .,Probably altered by a computer,4,pruthi,FALSE
1115,preaches to two completely different choirs at the same time  which is a petty amazing accomplishment .,Probably written by a human with no computer alteration,2,pruthi,FALSE
1116,300 years of russian history and culture squashed into an evanescent  seamless and sumptuous stream of consciousness .,Probably written by a human with no computer alteration,2,alzantot,FALSE
1117,blessed with a searing lead performance by ryan gosling ( murder by numbers )  the movie is powerful and provocative . it's also built on a flawed premise  one it follows into melodrama and silliness .,Very confident that written by a human with no computer alteration,1,alzantot,FALSE
1118,the hook is the opera within the drama  as an unsolved murder and an unresolved moral squabbles jockey for the concentrate .,Very confident that it is altered by a computer,5,alzantot,FALSE
1119,the filmmaker ascends  literally  to the olympus of the art world  but he would have done well to end this flawed  breathtaking series with the raising of something other than his own cremaster .,Probably altered by a computer,4,alzantot,FALSE
1120,the campy findings bring mel brooks' soup belt schtick look sophisticated .,Very confident that it is altered by a computer,5,alzantot,FALSE
1121,rehearsals are periodically more fascinating than the results . last danced  whatever its defects  meets one facet of its mission in making me wants to find out whether  in this case  that's true .,Very confident that written by a human with no computer alteration,1,alzantot,FALSE
